exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
HOSE,Nhiên liệu Sài Gòn,275.0,7573.0,"Điện, nước & xăng dầu khí đốt",Utilities,2000.0,231.0,0.0,0.008,http://www.sfc.com.vn,4.0,0.041,0.071,0.076,11.2,11.3,CT,SFC,,,,
HOSE,Thủy điện Miền Nam,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,120.0,3173.0,0.053,http://www.shp.com.vn,4.1,-0.01,-0.028,0.414,101.2,101.2,CT,SHP,,,,
HOSE,Hạ tầng Nước Sài Gòn,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,159.0,167.0,0.489,http://www.saigonwater.com.vn,3.4,-0.02,-0.048,0.124,64.5,64.5,CT,SII,,,,
HOSE,Thủy điện Cần Đơn,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,281.0,0.0,0.146,http://www.candon.com.vn,4.3,-0.024,-0.056,0.062,69.0,69.0,CT,SJD,,,,
HOSE,Thiết bị Phụ tùng Sài Gòn,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,1974.0,21.0,337.0,0.001,http://www.saigonmachinco.vn,3.9,-0.081,-0.156,-0.157,20.4,20.4,CT,SMA,,,,
UPCOM,Cấp nước Sơn La,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,219.0,242.0,0.008,http://capnuocsonla.vn,3.7,-0.017,-0.005,0.377,10.0,10.0,CT,NSL,,,,
UPCOM,Thủy điện Sử Pán 2,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,36.0,415.0,0.002,http://supan2.net,3.7,-0.017,-0.029,0.492,20.6,20.7,CT,SP2,,,,
UPCOM,Thủy điện Srok Phu Miêng,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,65.0,0.0,0.001,http://www.idico-shp.com.vn,4.0,-0.028,-0.042,0.302,45.0,45.0,CT,ISH,,,,
HOSE,Thủy điện Sê San 4A,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,59.0,1071.0,0.001,http://www.sesan4a.com.vn,3.8,-0.024,-0.019,0.355,42.2,42.2,CT,S4A,,,,
UPCOM,Cấp nước Sóc Trăng,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,303.0,168.0,0.0,http://www.soctrangwaco.vn,4.6,0.126,0.558,3.552,15.9,15.9,CT,STW,,,,
UPCOM,Thủy điện Sông Vàng,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,25.0,133.0,0.0,http://www.songvang.info.vn,4.2,-0.017,-0.042,0.286,14.8,14.8,CT,SVH,,,,
UPCOM,Cấp nước Trung An,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,440.0,140.0,0.0,http://capnuoctrungan.vn,4.0,-0.017,-0.434,-0.199,5.0,5.0,CT,TAW,,,,
HOSE,Thủy điện Thác Bà,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,158.0,1230.0,0.011,http://www.thacba.com.vn,4.3,-0.008,-0.027,0.458,63.5,63.5,CT,TBC,,,,
HOSE,Đầu tư TDG Global,275.0,7573.0,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,27.0,2765.0,0.003,http://www.thaiduongpetrol.vn,3.6,-0.032,-0.056,-0.404,18.4,16.8,CT,TDG,,,,
HOSE,Nước Thủ Dầu Một,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2013.0,22.0,352.0,0.059,http://www.tdmwater.vn,3.8,-0.032,-0.067,0.24,100.0,100.0,CT,TDM,,,,
HNX,Thủy điện Nước Trong,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,29.0,148.0,0.0,http://www.thuydiennuoctrong.com.vn,3.9,-0.102,0.042,0.692,10.8,10.8,CT,NTH,,,,
HOSE,Cấp nước Thủ Đức,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,1991.0,412.0,0.0,0.027,http://www.capnuocthuduc.vn,4.0,-0.017,-0.049,0.371,8.5,8.5,CT,TDW,,,,
UPCOM,Thương mại XNK Thanh Lễ,275.0,7573.0,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,572.0,592.0,0.0,http://www.thalexim.vn,3.7,0.132,-0.016,-0.067,236.6,236.6,CT,TLP,,,,
UPCOM,Cấp nước Thanh Hóa,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,802.0,670.0,0.0,http://www.capnuocth.vn,4.2,-0.017,-0.042,0.286,33.0,33.0,CT,THN,,,,
UPCOM,Cấp nước Tân Hòa,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,338.0,178.0,0.001,http://www.capnuoctanhoa.com.vn,3.9,0.057,0.045,0.202,5.0,5.0,CT,THW,,,,
HNX,XNK Thủ Đức,275.0,7573.0,"Điện, nước & xăng dầu khí đốt",Utilities,2000.0,270.0,0.0,0.018,http://www.timexcothuduc.com.vn,3.9,-0.036,-0.115,-0.044,12.4,12.4,CT,TMC,,,,
HOSE,Thủy điện Thác Mơ,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,1994.0,160.0,966.0,0.006,http://www.tmhpp.com.vn,4.3,0.002,-0.106,0.233,70.0,70.0,CT,TMP,,,,
UPCOM,Cấp thoát nước Trà Vinh,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,198.0,183.0,0.0,http://www.trawaco.com.vn,3.4,-0.079,-0.251,0.016,14.6,14.6,CT,TVW,,,,
UPCOM,Cấp thoát nước Tuyên Quang,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,285.0,325.0,0.0,http://www.capthoatnuoctuyenquang.vn,3.2,-0.017,-0.042,0.286,8.9,8.9,CT,TQW,,,,
UPCOM,Nước sạch Thái Nguyên,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,477.0,374.0,0.0,http://www.nuocsachthainguyen.vn,3.4,0.161,0.564,0.286,16.0,16.0,CT,TNW,,,,
UPCOM,Cây xanh Vũng Tàu,276.0,7575.0,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,604.0,0.0,0.0,http://www.upcgreen.com,3.7,-0.017,-0.042,0.292,3.4,3.4,CT,UPC,,,,
UPCOM,VIWACO,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,216.0,100.0,0.022,https://viwaco.vn,3.8,-0.081,-0.086,-0.029,32.0,32.0,CT,VAV,,,,
HNX,Vinacomin Power,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,1969.0,969.0,0.0,http://www.vinacominpower.vn,3.7,-0.07,-0.085,-0.089,682.8,682.8,CT,DTK,,,,
UPCOM,Nước và Môi trường VN,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,283.0,250.0,0.01,http://www.viwase.vn,3.2,-0.017,-0.054,0.322,3.6,3.6,CT,VWS,,,,
UPCOM,Vimexco Gas,275.0,7573.0,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,80.0,1373.0,0.007,http://www.vimexcogas.com.vn,3.1,0.008,-0.131,-0.283,9.6,9.6,CT,VMG,,,,
HOSE,Phát triển Điện lực Việt Nam,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,128.0,6862.0,0.254,http://www.vnpd.com.vn,3.9,0.039,0.059,0.853,106.6,106.6,CT,VPD,,,,
UPCOM,Kho vận và DV Thương mại,275.0,7573.0,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,,0.0,0.0,http://www.vinatranco.com.vn,3.2,-0.233,-0.258,0.676,6.0,3.6,CT,VXT,,,,
UPCOM,Cấp thoát nước số 1 Vĩnh Phúc,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,238.0,154.0,0.0,http://vinhphucwater.com.vn,3.8,-0.017,-0.042,0.286,11.2,11.2,CT,VPW,,,,
UPCOM,Nước sạch Vĩnh Phúc,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,1999.0,132.0,146.0,0.0,http://www.vinhphucwater.com.vn,3.5,-0.017,-0.042,0.67,11.0,11.0,CT,NVP,,,,
HOSE,Thủy điện Vĩnh Sơn - Sông Hinh,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,215.0,3653.0,0.117,http://www.vshpc.evn.com.vn,4.2,0.015,-0.028,0.688,236.2,236.2,CT,VSH,,,,
UPCOM,Cấp nước Vĩnh Long,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,243.0,301.0,0.002,http://www.capnuocvl.com.vn,4.3,-0.163,-0.189,-0.049,28.9,28.9,CT,VLW,,,,
UPCOM,Đầu tư Nước sạch Sông Đà,277.0,7577.0,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,153.0,132.0,0.002,http://www.viwasupco.com.vn,3.6,0.009,-0.132,0.571,75.0,75.0,CT,VCW,,,,
UPCOM,Thủy điện Xuân Minh,274.0,7535.0,"Điện, nước & xăng dầu khí đốt",Utilities,2014.0,23.0,104.0,0.0,http://thuydienxuanminh.vn,3.4,0.007,-0.122,0.36,15.0,15.0,CT,XMP,,,,
