exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
UPCOM,Tư vấn XD Vinaconex,195.0,2791.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,190.0,0.0,0.0,http://www.vinaconsult.com.vn,3.7,-0.017,-0.042,0.055,1.1,1.1,CT,VCT,,,,
UPCOM,Máy động lực và Máy NN,189.0,2757.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,1052.0,1912.0,0.051,http://www.veamcorp.com,4.0,-0.02,-0.053,0.201,1328.8,1328.8,CT,VEA,,,,
UPCOM,MÊ CA VNECO,189.0,2757.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,109.0,446.0,0.001,http://www.mecavneco.com.vn,3.0,-0.017,-0.042,0.311,9.0,9.0,CT,VES,,,,
UPCOM,Vận tải biển VINAFCO,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001.0,721.0,0.0,0.447,http://www.vinafco.com.vn,3.7,-0.294,0.334,1.642,33.8,34.0,CT,VFC,,,,
UPCOM,Vận tải Vietfracht,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,201.0,547.0,0.0,http://www.vietfracht.com.vn,3.7,-0.13,-0.129,0.01,15.0,15.0,CT,VFR,,,,
HNX,Cảng Rau Quả,193.0,2777.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001.0,24.0,0.0,0.013,http://www.vegeport.com,3.3,-0.017,-0.042,0.268,7.8,8.2,CT,VGP,,,,
UPCOM,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,185.0,2727.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2003.0,2.0,3879.0,0.004,http://viettrungnam.com.vn,3.8,-0.059,0.003,-0.489,150.0,150.0,CT,VHG,,,,
UPCOM,Tư vấn đầu tư Mỏ,195.0,2791.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013.0,344.0,239.0,0.0,http://www.vimcc.vn,3.7,-0.017,-0.042,0.296,2.4,2.4,CT,TVM,,,,
UPCOM,Kho vận ngoại thương VN,193.0,2777.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1975.0,203.0,285.0,0.002,http://www.vinatrans.com,4.0,-0.122,-0.192,-0.103,25.5,25.5,CT,VIN,,,,
UPCOM,K.I.P Việt Nam,187.0,2737.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,326.0,148.0,0.0,https://kipvietnam.vn/,3.7,-0.158,-0.222,-0.012,9.8,9.8,CT,KIP,,,,
UPCOM,Giao nhận Vận tải Miền Trung,194.0,2779.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1753.0,,123.0,0.0,http://www.vinatransdn.com.vn,3.7,-0.017,-0.234,,3.2,3.2,CT,VMT,,,,
HOSE,Vận tải Xăng dầu VIPCO,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,491.0,8827.0,0.038,http://www.vipco.com.vn,4.2,-0.022,0.037,0.287,68.5,68.5,CT,VIP,,,,
UPCOM,Cảng xanh VIP,193.0,2777.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2014.0,160.0,117.0,0.218,http://www.vipgreenport.com.vn,4.2,-0.031,-0.016,0.338,63.3,63.3,CT,VGR,,,,
UPCOM,Công trình Công cộng Vĩnh Long,199.0,2799.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,258.0,205.0,0.0,http://www.vipuco.vn,4.1,-0.017,-0.042,0.286,3.5,3.5,CT,VLP,,,,
