exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
HOSE,Địa ốc First Real,336.0,8633.0,Bất động sản,Real Estate,2014.0,36.0,415.0,0.009,https://fir.vn/,3.9,-0.022,-0.018,0.716,53.5,53.5,CT,FIR,,,,
UPCOM,Tập đoàn FLC,336.0,8633.0,Bất động sản,Real Estate,2008.0,10000.0,32571.0,0.022,http://www.flc.vn,3.6,-0.017,,-0.418,710.0,710.0,CT,FLC,,,,
HOSE,Đầu tư Hải Phát,336.0,8633.0,Bất động sản,Real Estate,2003.0,100.0,1727.0,0.002,http://www.haiphat.com.vn,3.5,-0.02,-0.071,-0.576,304.2,304.2,CT,HPX,,,,
UPCOM,Phát triển nhà số 6 Hà Nội,336.0,8633.0,Bất động sản,Real Estate,2005.0,151.0,1072.0,0.0,http://www.handico6.com.vn,4.2,-0.01,0.003,-0.345,14.4,14.4,CT,HD6,,,,
HOSE,BĐS An Dương Thảo Điền,336.0,8633.0,Bất động sản,Real Estate,2007.0,74.0,9423.0,0.001,http://www.adtdgroup.com,3.8,-0.027,-0.002,-0.363,95.7,101.4,CT,HAR,,,,
UPCOM,Đầu tư XD Dân dụng Hà Nội,336.0,8633.0,Bất động sản,Real Estate,2013.0,202.0,165.0,0.0,http://www.hcci.com.vn,4.0,-0.042,-0.173,2.255,24.6,24.6,CT,XDH,,,,
HOSE,Phát triển Nhà BR-VT,336.0,8633.0,Bất động sản,Real Estate,2001.0,105.0,0.0,0.011,http://www.hodeco.vn,3.9,0.013,0.031,-0.331,108.1,108.1,CT,HDC,,,,
HOSE,Tập đoàn Hà Đô,336.0,8633.0,Bất động sản,Real Estate,2005.0,1583.0,1695.0,0.204,http://www.hado.com.vn,4.0,0.012,0.045,-0.183,244.6,244.6,CT,HDG,,,,
HOSE,ĐT DV Tài chính Hoàng Huy,336.0,8633.0,Bất động sản,Real Estate,2007.0,94.0,309.0,0.029,http://www.hoanghuy.vn,3.6,-0.013,0.01,-0.286,668.2,668.2,CT,TCH,,,,
UPCOM,Khu công nghiệp Hiệp Phước,336.0,8633.0,Bất động sản,Real Estate,2007.0,210.0,239.0,0.0,http://www.hiepphuoc.com.vn,3.1,-0.017,-0.042,0.283,60.0,60.0,CT,HPI,,,,
HNX,Bất động sản HUDLAND,336.0,8633.0,Bất động sản,Real Estate,2007.0,46.0,130.0,0.052,http://www.hudland.com.vn,3.5,-0.01,0.012,-0.133,20.0,20.0,CT,HLD,,,,
UPCOM,Địa chính Hà Nội,339.0,8637.0,Bất động sản,Real Estate,2006.0,117.0,115.0,0.0,http://www.hcsc.vn,3.3,-0.017,0.347,0.676,2.9,2.9,CT,DCH,,,,
HOSE,Địa ốc Hoàng Quân,336.0,8633.0,Bất động sản,Real Estate,2007.0,104.0,43657.0,0.006,http://www.hoangquan.com.vn,3.4,0.008,-0.056,-0.324,476.6,476.6,CT,HQC,,,,
UPCOM,Harec Đầu tư và Thương Mại,336.0,8633.0,Bất động sản,Real Estate,2006.0,20.0,0.0,0.001,http://www.harec.com.vn,3.4,-0.017,0.165,0.36,6.3,6.3,CT,HRB,,,,
HOSE,Hưng Thịnh Incons,336.0,8633.0,Bất động sản,Real Estate,2010.0,686.0,2858.0,0.007,http://www.hungthinhincons.com.vn,3.5,0.041,-0.134,-0.504,89.1,89.1,CT,HTN,,,,
UPCOM,Đầu tư phát triển nhà HUD 2,336.0,8633.0,Bất động sản,Real Estate,2004.0,49.0,0.0,0.001,http://www.hud2.com.vn,3.4,-0.042,0.085,0.952,9.0,9.0,CT,HD2,,,,
UPCOM,PT Nhà và Đô thị HUD6,336.0,8633.0,Bất động sản,Real Estate,2014.0,29.0,297.0,0.0,http://www.hud6.vn,3.5,-0.153,-0.138,-0.166,7.5,7.5,CT,HU6,,,,
UPCOM,PT Nhà và Đô thị HUD8,336.0,8633.0,Bất động sản,Real Estate,2007.0,23.0,214.0,0.001,http://hud8.vn/,3.6,-0.031,0.174,-0.074,10.0,10.0,CT,HD8,,,,
HNX,IDICO,336.0,8633.0,Bất động sản,Real Estate,2010.0,1450.0,3799.0,0.107,http://www.idico.com.vn,4.2,0.032,0.028,-0.086,330.0,330.0,CT,IDC,,,,
HNX,Đầu tư IDJ Việt Nam,336.0,8633.0,Bất động sản,Real Estate,2007.0,154.0,7593.0,0.007,http://www.idjf.vn,3.9,0.02,0.02,-0.4,173.5,173.5,CT,IDJ,,,,
HNX,PT Hạ tầng Vĩnh Phúc,336.0,8633.0,Bất động sản,Real Estate,2003.0,83.0,979.0,0.197,http://www.vpid.vn,4.1,-0.021,0.027,-0.183,30.3,25.2,CT,IDV,,,,
HOSE,Becamex IJC,336.0,8633.0,Bất động sản,Real Estate,2007.0,764.0,6982.0,0.06,https://becamexijc.com,4.1,0.003,-0.035,-0.191,251.8,251.8,CT,IJC,,,,
HOSE,Đầu tư CN Tân Tạo,336.0,8633.0,Bất động sản,Real Estate,2002.0,593.0,65023.0,0.008,http://www.itaexpress.com.vn,3.8,-0.012,-0.082,-0.474,938.3,938.5,CT,ITA,,,,
HOSE,Đầu tư kinh doanh Nhà,336.0,8633.0,Bất động sản,Real Estate,2000.0,172.0,0.0,0.003,http://www.intresco.com.vn,4.0,0.074,0.072,-0.224,95.9,96.4,CT,ITC,,,,
UPCOM,Địa ốc Khang An,336.0,8633.0,Bất động sản,Real Estate,2002.0,30.0,107.0,0.0,http://www.khangan.com,3.5,-0.017,-0.042,0.374,24.0,24.0,CT,KAC,,,,
HOSE,TCT Đô thị Kinh Bắc,336.0,8633.0,Bất động sản,Real Estate,2002.0,210.0,26083.0,0.199,http://www.kinhbaccity.vn/news/vi,3.9,0.056,0.107,-0.101,767.6,767.6,CT,KBC,,,,
HOSE,Nhà Khang Điền,336.0,8633.0,Bất động sản,Real Estate,2007.0,292.0,10737.0,0.371,http://www.khangdien.com.vn,3.6,0.021,0.042,-0.137,716.8,716.8,CT,KDH,,,,
UPCOM,Đầu tư và DV Khánh Hội,336.0,8633.0,Bất động sản,Real Estate,2001.0,70.0,1954.0,0.022,http://www.khahomex.com.vn,4.0,-0.007,0.02,-0.338,14.0,14.1,CT,KHA,,,,
HOSE,Tập đoàn Khải Hoàn Land,336.0,8633.0,Bất động sản,Real Estate,2009.0,5171.0,568.0,0.007,https://khaihoanland.vn,3.7,-0.015,-0.076,-0.422,449.4,449.4,CT,KHG,,,,
HOSE,Công ty KOSY,336.0,8633.0,Bất động sản,Real Estate,2008.0,67.0,0.0,0.003,http://www.kosy.vn,3.2,-0.017,-0.028,0.34,216.5,216.5,CT,KOS,,,,
