,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,28/03/23,2021,0.03,cash
1,25/03/22,2020,0.03,cash
2,29/10/20,2019,0.09,cash
3,31/10/19,2018,0.12,cash
4,11/02/19,2017,0.1,cash
5,03/07/18,2017,0.2,cash
6,24/05/18,2017,0.1,cash
7,20/07/17,2016,0.095,cash
8,15/07/16,2015,0.075,cash
9,18/06/15,2014,0.065,cash
10,08/07/14,2013,0.09,cash
11,03/12/13,2012,0.16,cash
12,16/05/12,2011,0.25,cash
13,20/03/10,2009,0.25,cash
