,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,07/04/23,2022,0.196,cash
1,23/05/22,2021,0.164,cash
2,20/05/21,2020,0.164,cash
3,03/07/20,2019,0.164,cash
4,08/05/19,2018,0.164,cash
5,16/05/18,2017,0.157,cash
6,18/05/17,2016,0.167,cash
7,22/07/16,2015,0.083,cash
