,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,21/03/23,2022,0.07,cash
1,14/03/22,2021,0.07,cash
2,22/03/21,2020,0.07,cash
3,20/03/20,2019,0.075,cash
4,14/03/19,2018,0.07,cash
5,22/05/18,2017,0.05,cash
6,09/03/17,2016,0.05,cash
7,09/03/16,2015,0.06,cash
8,06/03/15,2014,0.08,cash
9,18/03/14,2013,0.06,cash
10,25/03/13,2012,0.06,cash
11,15/03/12,2011,0.05,cash
12,05/04/10,2009,0.06,cash
13,27/03/09,2008,0.1,cash
14,26/09/08,2008,0.12,share
