,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,05/06/23,2022,0.24,cash
1,15/06/22,2021,0.2,cash
2,07/06/21,2020,0.19,cash
3,17/04/20,2019,0.3,cash
4,26/04/19,2018,0.52,cash
5,10/05/18,2017,0.04,cash
6,13/04/17,2016,0.12,cash
7,31/12/15,2015,0.05,cash
8,31/12/13,2013,0.025,cash
