,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,20/03/23,2022,0.05,cash
1,07/12/22,2022,0.09,cash
2,22/06/22,2021,0.07,cash
3,16/12/21,2021,0.09,cash
4,19/08/21,2020,0.07,cash
5,04/01/21,2020,0.09,cash
6,07/05/20,2019,0.02,cash
7,02/01/20,2019,0.05,cash
8,24/09/19,2019,0.09,cash
9,31/12/18,2018,0.14,cash
10,31/12/17,2017,0.16,cash
11,31/08/15,2015,0.09,cash
12,08/01/15,2014,0.073,cash
13,30/06/14,2014,0.047,cash
14,04/04/14,2013,0.035,cash
