,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,21/03/23,2022,0.8,cash
1,24/03/22,2021,0.6,cash
2,26/03/21,2020,0.8,cash
3,03/06/20,2019,0.7,cash
4,03/05/19,2018,0.5,cash
5,17/10/18,2018,0.3,cash
6,02/04/18,2017,0.3,cash
7,28/12/17,2017,0.1,cash
8,17/05/17,2016,0.2,cash
9,31/12/15,2015,0.16,cash
10,14/05/15,2014,0.16,cash
