,Open,High,Low,Close,Volume,TradingDate
0,8578.0,8578.0,8578.0,8578.0,27410,2006-12-22
1,8964.0,8964.0,8964.0,8964.0,14880,2006-12-25
2,9350.0,9350.0,9350.0,9350.0,49910,2006-12-26
3,9692.0,9692.0,9692.0,9692.0,16000,2006-12-27
4,10122.0,10122.0,10122.0,10122.0,46910,2006-12-28
5,10556.0,10557.0,10464.0,10464.0,27620,2006-12-29
6,10496.0,10497.0,10122.0,10122.0,12830,2007-01-02
7,9692.0,9692.0,9692.0,9692.0,15800,2007-01-03
8,9692.0,9692.0,9692.0,9692.0,23680,2007-01-04
9,9777.0,9777.0,9683.0,9777.0,32740,2007-01-05
10,10207.0,10207.0,10207.0,10207.0,36100,2007-01-08
11,10635.0,10635.0,10635.0,10635.0,10900,2007-01-09
12,10673.0,10675.0,10207.0,10207.0,11610,2007-01-10
13,10207.0,10207.0,9739.0,10207.0,18270,2007-01-11
14,10144.0,10144.0,9863.0,9863.0,7650,2007-01-12
15,10293.0,10293.0,10293.0,10293.0,24810,2007-01-15
16,10720.0,10720.0,10720.0,10720.0,16490,2007-01-16
17,11150.0,11150.0,11150.0,11150.0,27510,2007-01-17
18,11632.0,11633.0,11540.0,11633.0,21040,2007-01-18
19,11666.0,11669.0,11203.0,11203.0,46270,2007-01-19
20,10684.0,10684.0,10684.0,10684.0,30580,2007-01-22
21,10684.0,10684.0,10684.0,10684.0,13840,2007-01-23
22,10858.0,11139.0,10671.0,10858.0,9940,2007-01-24
23,11231.0,11232.0,10764.0,10858.0,13630,2007-01-25
24,10860.0,10863.0,10770.0,10770.0,11350,2007-01-26
25,11029.0,11029.0,10842.0,11029.0,13740,2007-01-29
26,11203.0,11203.0,11109.0,11203.0,22810,2007-01-30
27,11718.0,11718.0,11718.0,11718.0,34670,2007-01-31
28,11744.0,11746.0,11373.0,11373.0,10480,2007-02-01
29,11373.0,11373.0,11373.0,11373.0,14930,2007-02-02
30,11896.0,11897.0,11804.0,11804.0,25100,2007-02-05
31,12322.0,12322.0,12044.0,12322.0,27930,2007-02-06
32,12838.0,12838.0,12838.0,12838.0,14100,2007-02-07
33,13356.0,13356.0,13356.0,13356.0,51490,2007-02-08
34,13960.0,13960.0,13960.0,13960.0,69270,2007-02-09
35,14561.0,14561.0,14561.0,14561.0,10060,2007-02-12
36,15165.0,15165.0,15165.0,15165.0,26050,2007-02-13
37,15854.0,15854.0,15854.0,15854.0,35880,2007-02-14
38,16552.0,16554.0,16372.0,16372.0,43410,2007-02-15
39,17147.0,17147.0,17147.0,17147.0,7650,2007-02-26
40,17922.0,17922.0,17107.0,17922.0,9480,2007-02-27
41,17960.0,17964.0,17147.0,17147.0,29390,2007-02-28
42,17922.0,17922.0,17107.0,17922.0,33700,2007-03-01
43,18702.0,18706.0,18435.0,18526.0,34960,2007-03-02
44,18956.0,18956.0,18685.0,18956.0,18330,2007-03-05
45,19154.0,19158.0,18526.0,18526.0,25840,2007-03-06
46,19406.0,19407.0,18956.0,18956.0,34700,2007-03-07
47,18697.0,18697.0,18064.0,18697.0,25590,2007-03-08
48,19386.0,19386.0,18755.0,19386.0,26570,2007-03-09
49,19819.0,19819.0,19368.0,19819.0,38890,2007-03-12
50,19831.0,19837.0,18935.0,19386.0,8760,2007-03-13
51,18526.0,18526.0,18526.0,18526.0,10520,2007-03-14
52,17663.0,17663.0,17663.0,17663.0,5120,2007-03-15
53,18440.0,18440.0,17627.0,18440.0,9300,2007-03-16
54,18956.0,19317.0,18414.0,18956.0,22140,2007-03-19
55,18546.0,18548.0,18096.0,18096.0,16860,2007-03-20
56,18096.0,18096.0,17643.0,18096.0,9380,2007-03-21
57,18096.0,18096.0,18096.0,18096.0,12520,2007-03-22
