,Open,High,Low,Close,Volume,TradingDate
0,17586.0,17586.0,17586.0,17586.0,0,2006-12-27
1,17586.0,17586.0,17586.0,17586.0,0,2006-12-28
2,9798.0,9798.0,9798.0,9798.0,0,2007-05-25
3,,,,,0,2007-12-25
4,,,,,0,2008-01-21
5,,,,,0,2008-03-27
6,5828.0,5723.0,5353.0,5452.0,5200,2009-06-22
7,5175.0,5175.0,5175.0,5175.0,3100,2009-06-23
8,5527.0,5552.0,5047.0,5527.0,1500,2009-06-24
9,5552.0,5552.0,5552.0,5552.0,100,2009-06-25
10,5602.0,5602.0,5602.0,5602.0,1000,2009-06-26
11,5678.0,5678.0,5225.0,5225.0,5100,2009-06-29
12,5577.0,5549.0,5000.0,5025.0,2200,2009-06-30
13,5401.0,5344.0,4648.0,4698.0,1300,2009-07-01
14,5050.0,5050.0,5050.0,5050.0,100,2009-07-02
15,5251.0,5223.0,4673.0,4698.0,1800,2009-07-03
16,5025.0,5025.0,5025.0,5025.0,100,2009-07-06
17,5225.0,5225.0,5225.0,5225.0,100,2009-07-07
18,5025.0,4998.0,4824.0,4874.0,1200,2009-07-08
19,5225.0,5225.0,5225.0,5225.0,100,2009-07-09
20,5552.0,5552.0,5552.0,5552.0,100,2009-07-10
21,5879.0,5879.0,5879.0,5879.0,100,2009-07-13
22,5477.0,5477.0,5477.0,5477.0,100,2009-07-14
23,5502.0,5502.0,5100.0,5100.0,3300,2009-07-15
24,5452.0,5076.0,4421.0,4748.0,200,2009-07-16
25,5100.0,4748.0,4748.0,5100.0,0,2009-07-17
26,5426.0,5426.0,5426.0,5426.0,100,2009-07-20
27,5803.0,5662.0,4927.0,5050.0,600,2009-07-21
28,5502.0,5502.0,5502.0,5502.0,100,2009-07-22
29,5502.0,5502.0,5502.0,5502.0,0,2009-07-23
30,5653.0,5782.0,5525.0,5627.0,5400,2009-07-24
31,5602.0,5602.0,5602.0,5602.0,100,2009-07-27
32,5602.0,5602.0,5602.0,5602.0,100,2009-07-28
33,5602.0,5602.0,5602.0,5602.0,0,2009-07-29
34,5225.0,5225.0,5225.0,5225.0,2100,2009-07-30
35,5527.0,5527.0,5527.0,5527.0,100,2009-07-31
36,5401.0,5602.0,5353.0,5527.0,12600,2009-08-03
37,5527.0,5477.0,5427.0,5477.0,4000,2009-08-04
38,5150.0,5150.0,5150.0,5150.0,200,2009-08-05
39,4798.0,4798.0,4798.0,4798.0,400,2009-08-06
40,4698.0,5503.0,5044.0,5125.0,1200,2009-08-07
41,5025.0,5025.0,5025.0,5025.0,100,2009-08-10
42,5376.0,4887.0,4339.0,4773.0,500,2009-08-11
43,5251.0,4773.0,4773.0,5251.0,0,2009-08-12
44,5225.0,5225.0,5225.0,5225.0,100,2009-08-13
45,4974.0,4974.0,4974.0,5225.0,1500,2009-08-14
46,4974.0,4870.0,4574.0,4673.0,600,2009-08-17
47,4522.0,4522.0,4522.0,4522.0,200,2009-08-18
48,4572.0,4572.0,4572.0,4572.0,1200,2009-08-19
49,4572.0,4572.0,4572.0,4572.0,0,2009-08-20
50,4547.0,4874.0,4547.0,4597.0,600,2009-08-21
51,4899.0,4899.0,4899.0,4899.0,200,2009-08-24
52,4924.0,4924.0,4924.0,4924.0,1600,2009-08-25
53,5025.0,5251.0,5025.0,5075.0,400,2009-08-26
54,5276.0,5276.0,5276.0,5276.0,200,2009-08-27
55,5401.0,5276.0,5156.0,5276.0,10000,2009-08-28
56,5753.0,5753.0,5653.0,5728.0,1000,2009-08-31
57,6304.0,6039.0,6039.0,6039.0,100,2009-09-01
