,ticker,group_code,company_name,company_short_name
1220,SRF,VNINDEX,Công ty Cổ phần Searefico,SEAREFICO
1221,TSG,UpcomIndex,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,TTTH Đường sắt Sài Gòn
1222,S4A,VNINDEX,Công ty Cổ phần Thủy điện Sê San 4A,Thủy điện Sê San 4A
1223,SSC,VNINDEX,Công ty Cổ phần Giống cây trồng Miền Nam,Giống cây trồng Miền Nam
1224,SSF,UpcomIndex,Công ty Cổ phần Giáo dục G Sài Gòn,Giáo dục G Sài Gòn
1225,SSG,UpcomIndex,Công ty Cổ phần Vận tải Biển Hải Âu,Vận tải Biển Hải Âu
1226,SSI,VNINDEX,Công ty Cổ phần Chứng khoán SSI,Chứng khoán SSI
1227,SSM,HNXIndex,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Kết cấu Thép VNECO
1228,SSN,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Thủy sản Sài Gòn
1229,ST8,VNINDEX,Công ty Cổ phần Siêu Thanh,Thiết bị Siêu Thanh
1230,STB,VNINDEX,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Sacombank
1231,STC,HNXIndex,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Sách và Thiết bị trường học Tp Hồ Chí Minh
1232,STG,VNINDEX,Công ty Cổ phần Kho Vận Miền Nam,Kho Vận Miền Nam
1233,STL,UpcomIndex,Công ty Cổ phần Sông Đà - Thăng Long,Sông Đà - Thăng Long
1234,STP,HNXIndex,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,CN Thương Mại Sông Đà
1235,STS,UpcomIndex,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,Dịch vụ vận tải Sài Gòn
1236,STT,UpcomIndex,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Vận chuyển Sài Gòn Tourist
1237,STW,UpcomIndex,Công ty Cổ phần Cấp nước Sóc Trăng,Cấp nước Sóc Trăng
1238,SUM,UpcomIndex,Công ty Cổ phần Đo đạc và Khoáng sản,Đo đạc và Khoáng sản
1239,SVC,VNINDEX,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,SAVICO
1240,SVD,VNINDEX,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Đầu tư & Thương mại Vũ Đăng
1241,SVG,UpcomIndex,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Hơi kỹ nghệ Que hàn
1242,SVH,UpcomIndex,Công ty Cổ phần Thủy điện Sông Vàng,Thủy điện Sông Vàng
1243,SVI,VNINDEX,Công ty Cổ phần Bao bì Biên Hòa,Bao bì Biên Hòa
1244,SVN,HNXIndex,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,Tập đoàn Vexilla Việt Nam
1245,SVT,VNINDEX,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Công nghệ SG Viễn Đông
1246,SWC,UpcomIndex,Tổng Công ty Cổ phần Đường Sông Miền Nam,Đường Sông Miền Nam
1247,SZE,UpcomIndex,Công ty Cổ phần Môi trường Sonadezi,Môi trường Sonadezi
1248,SZL,VNINDEX,Công ty Cổ phần Sonadezi Long Thành,Sonadezi Long Thành
1249,SZB,HNXIndex,Công ty Cổ phần Sonadezi Long Bình,Sonadezi Long Bình
1250,TA3,UpcomIndex,Công ty cổ phần Đầu tư và Xây lắp Thành An 386,ĐT và Xây lắp Thành An 386
1251,TA6,UpcomIndex,Công ty Cổ phần Đầu tư và Xây lắp Thành An 665,Đầu tư và Xây lắp Thành An 665
1252,TA9,HNXIndex,Công ty Cổ phần Xây lắp Thành An 96,Xây lắp Thành An 96
1253,TKA,UpcomIndex,Công ty Cổ phần Bao bì Tân Khánh An,Bao bì Tân Khánh An
1254,AST,VNINDEX,Công ty Cổ phần Dịch vụ Hàng không Taseco,Dịch vụ Hàng không Taseco
1255,TAW,UpcomIndex,Công ty Cổ phần Cấp nước Trung An,Cấp nước Trung An
1256,TB8,UpcomIndex,Công ty Cổ phần Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,SX và KD Vật tư Thiết bị - VVMI
1257,TBC,VNINDEX,Công ty Cổ phần Thủy điện Thác Bà,Thủy điện Thác Bà
1258,TBD,UpcomIndex,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần,Thiết bị điện Đông Anh
1259,TBH,UpcomIndex,Công ty Cổ phần Tổng Bách Hóa,Tổng Bách Hóa
1260,RTB,UpcomIndex,Công ty Cổ phần Cao su Tân Biên,Cao su Tân Biên
1261,TBT,UpcomIndex,Công ty Cổ phần Xây dựng Công trình Giao thông Bến Tre,XD Công trình GT Bến Tre
1262,TBX,HNXIndex,Công ty Cổ phần Xi măng Thái Bình,Xi măng Thái Bình
1263,TC6,HNXIndex,Công ty Cổ phần Than Cọc Sáu - Vinacomin,Than Cọc Sáu
1264,TCB,VNINDEX,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Techcombank
1265,TCL,VNINDEX,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Tan Cang Logistics
1266,TCM,VNINDEX,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Dệt may Thành Công
1267,TCO,VNINDEX,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải,Vận tải Duyên Hải
1268,TCR,VNINDEX,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Gốm sứ TAICERA
1269,FUCVREIT,VNINDEX,Quỹ đầu tư Bất động sản Techcom Việt Nam,Quỹ đầu tư BĐS Techcom Việt Nam
1270,TCI,UpcomIndex,Công ty Cổ phần Chứng khoán Thành Công,Chứng khoán Thành Công
1271,TCT,VNINDEX,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Cáp treo Tây Ninh
1272,G36,UpcomIndex,Tổng Công ty 36 - Công ty Cổ phần,Tổng Công ty 36
1273,TCW,UpcomIndex,Công ty Cổ phần Kho Vận Tân Cảng,Kho Vận Tân Cảng
1274,TDC,VNINDEX,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Becamex TDC
1275,VCP,UpcomIndex,Công ty Cổ phần Xây dựng và Năng lượng VCP,Xây dựng và Năng lượng VCP
1276,GTD,UpcomIndex,Công ty Cổ phần Giầy Thượng Đình,Giầy Thượng Đình
1277,TDG,VNINDEX,Công ty Cổ phần Đầu tư TDG Global,Đầu tư TDG Global
1278,TDH,VNINDEX,Công ty Cổ phần Phát triển Nhà Thủ Đức,Thủ Đức House
1279,TTD,UpcomIndex,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Bệnh viện Tim Tâm Đức
1280,TDM,VNINDEX,Công ty Cổ phần Nước Thủ Dầu Một,Nước Thủ Dầu Một
1281,TDN,HNXIndex,Công ty Cổ phần Than Đèo Nai - Vinacomin,Than Đèo Nai
1282,NTH,HNXIndex,Công ty Cổ phần Thủy điện Nước Trong,Thủy điện Nước Trong
1283,TDP,VNINDEX,Công ty Cổ phần Thuận Đức,Công ty Thuận Đức
1284,TDS,UpcomIndex,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,Thép Thủ Đức
1285,TDT,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển TDT,Đầu tư và Phát triển TDT
1286,TDW,VNINDEX,Công ty Cổ phần Cấp nước Thủ Đức,Cấp nước Thủ Đức
1287,CET,HNXIndex,Công ty Cổ phần HTC Holding,HTC Holding JSC
1288,TED,UpcomIndex,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,Thiết kế GTVT
1289,TEG,VNINDEX,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,TECGROUP
1290,TEL,UpcomIndex,Công ty Cổ phần Phát triển công trình viễn thông,Phát triển công trình viễn thông
1291,TET,HNXIndex,Công ty Cổ phần Vải sợi May mặc Miền Bắc,May mặc Miền Bắc
1292,TFC,HNXIndex,Công ty Cổ phần Trang,Trang Corp.
1293,TGG,VNINDEX,Công ty Cổ phần Louis Capital,Louis Capital
1294,TGP,UpcomIndex,Công ty Cổ phần Trường Phú,Cáp Trường Phú
1295,TH1,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,XNK Tổng hợp 1
1296,MTB,UpcomIndex,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Công trình đô thị tỉnh Thái Bình
1297,TLP,UpcomIndex,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thương mại XNK Thanh Lễ
1298,TDI,UpcomIndex,Công ty Cổ phần Tập đoàn TDI ,Tập đoàn TDI
1299,THN,UpcomIndex,Công ty Cổ phần Cấp nước Thanh Hóa,Cấp nước Thanh Hóa
1300,THB,HNXIndex,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Bia Hà Nội - Thanh Hóa
1301,BTB,UpcomIndex,Công ty Cổ phần Bia Hà Nội - Thái Bình,Bia Hà Nội - Thái Bình
1302,THD,HNXIndex,Công ty Cổ phần Thaiholdings,Công ty Thaiholdings
1303,DTH,UpcomIndex,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Vật tư Y tế Thanh Hóa
1304,THG,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,XD Tiền Giang
1305,THI,VNINDEX,Công ty Cổ phần Thiết bị điện,Thiết bị điện
1306,TQN,UpcomIndex,Công ty Cổ phần Thông Quảng Ninh,Thông Quảng Ninh
1307,THS,HNXIndex,Công ty Cổ phần Thanh Hoa Sông Đà,Thanh Hoa Sông Đà
1308,THT,HNXIndex,Công ty Cổ phần Than Hà Tu - Vinacomin,Than Hà Tu
1309,THU,UpcomIndex,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,Môi trường và CTĐT Thanh Hóa
1310,TAN,UpcomIndex,Công ty Cổ phần Cà phê Thuận An,Cà phê Thuận An
1311,THW,UpcomIndex,Công ty Cổ phần Cấp nước Tân Hòa,Cấp nước Tân Hòa
1312,TIE,UpcomIndex,Công ty Cổ phần TIE,Điện tử TIE
1313,TTH,HNXIndex,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,TM và DV Tiến Thành
1314,TIG,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Tập đoàn Đầu tư Thăng Long
1315,TID,UpcomIndex,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Tổng Công ty Tín Nghĩa
1316,TIP,VNINDEX,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,PT KCN Tín Nghĩa
1317,DTG,UpcomIndex,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm Tipharco
1318,TIS,UpcomIndex,Công ty Cổ phần Gang thép Thái Nguyên,Gang thép Thái Nguyên
1319,TIX,VNINDEX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,TANIMEX
1320,TJC,HNXIndex,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Dịch vụ Vận tải và Thương mại
1321,TKC,HNXIndex,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Địa ốc Tân Kỷ
1322,TKG,HNXIndex,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,SX và T.Mại Tùng Khánh
1323,TKU,HNXIndex,Công ty Cổ phần Công nghiệp Tung Kuang,Công nghiệp Tung Kuang
1324,TL4,UpcomIndex,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,XD Thủy lợi 4
1325,TLD,VNINDEX,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,ĐT XD và PT Đô thị Thăng Long
1326,TLG,VNINDEX,Công ty Cổ phần Tập đoàn Thiên Long,Tập đoàn Thiên Long
1327,TTL,HNXIndex,Tổng Công ty Thăng Long - Công ty Cổ phần,TCT Thăng Long
1328,TLH,VNINDEX,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Thép Tiến Lên
1329,TLI,UpcomIndex,Công ty Cổ phần May Quốc tế Thắng Lợi,May Quốc tế Thắng Lợi
1330,MBS,HNXIndex,Công ty Cổ phần Chứng khoán MB,Chứng khoán MB
1331,TLT,UpcomIndex,Công ty Cổ phần Viglacera Thăng Long,Viglacera Thăng long
1332,TMC,HNXIndex,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,XNK Thủ Đức
1333,TMP,VNINDEX,Công ty Cổ phần Thủy điện Thác Mơ,Thủy điện Thác Mơ
1334,TMS,VNINDEX,Công ty Cổ phần Transimex,Transimex
1335,TMT,VNINDEX,Công ty Cổ phần Ô tô TMT,Ô tô TMT
1336,TMW,UpcomIndex,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,Gỗ Tân Mai
1337,TMX,HNXIndex,Công ty Cổ phần VICEM Thương mại Xi măng,Thương mại Xi măng
1338,TN1,VNINDEX,Công ty Cổ phần Thương mại Dịch vụ TNS Holdings,TNS Holdings
1339,TNA,VNINDEX,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,XNK Thiên Nam
1340,TNB,UpcomIndex,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Thép Nhà Bè
1341,STH,UpcomIndex,Công ty Cổ phần Phát hành sách Thái Nguyên,Phát hành sách Thái Nguyên
1342,TNC,VNINDEX,Công ty Cổ phần Cao su Thống Nhất,Cao su Thống Nhất
1343,BAX,HNXIndex,Công ty Cổ phần Thống Nhất,Công ty Thống Nhất
1344,TNS,UpcomIndex,Công ty Cổ phần Thép Tấm Lá Thống Nhất,Thép tấm lá Thống Nhất
1345,TNG,HNXIndex,Công ty Cổ phần Đầu tư và Thương mại TNG,Đầu tư và Thương mại TNG
1346,TNI,VNINDEX,Công ty Cổ phần Tập đoàn Thành Nam,Tập đoàn Thành Nam
1347,TNM,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,XNK và XD Công trình
1348,TNP,UpcomIndex,Công ty Cổ phần Cảng Thị Nại,Cảng Thị Nại
1349,TNT,VNINDEX,Công ty Cổ phần Tập đoàn TNT,Tập đoàn TNT
1350,TCJ,UpcomIndex,Công ty Cổ phần Tô Châu,Tô Châu
1351,TOP,UpcomIndex,Công ty Cổ phần Phân phối Top One,Phân phối Top One
1352,TOT,HNXIndex,Công ty Cổ phần Transimex Logistics,Vận tải Transimex
1353,TPB,VNINDEX,Ngân hàng Thương mại Cổ phần Tiên Phong,TPBank
1354,BCF,HNXIndex,Công ty Cổ phần Thực phẩm Bích Chi,Thực phẩm Bích Chi
1355,TPC,VNINDEX,Công ty Cổ phần Nhựa Tân Đại Hưng,Nhựa Tân Đại Hưng
1356,TPH,HNXIndex,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,In Sách giáo khoa TP.Hà Nội
1357,TPP,HNXIndex,Công ty Cổ phần Tân Phú Việt Nam,Nhựa Tân Phú VN
1358,THP,UpcomIndex,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Thủy sản và TMại Thuận Phước
1359,TRA,VNINDEX,Công ty Cổ phần Traphaco,Traphaco
1360,TR1,UpcomIndex,Công ty Cổ phần Vận Tải 1 Traco,Vận Tải 1 Traco
1361,TCD,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,ĐT Phát triển CN và Vận tải
1362,TVW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Trà Vinh,Cấp thoát nước Trà Vinh
1363,TRC,VNINDEX,Công ty Cổ phần Cao su Tây Ninh,Cao su Tây Ninh
1364,TRS,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Vận tải và Dịch vụ Hàng Hải
1365,TAR,HNXIndex,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Nông nghiệp CN cao Trung An
1366,TDF,UpcomIndex,Công ty Cổ phần Trung Đô,Xây dựng Trung Đô
1367,TVB,VNINDEX,Công ty Cổ phần Chứng khoán Trí Việt,Chứng khoán Trí Việt
1368,TS4,UpcomIndex,Công ty Cổ phần Thủy sản số 4,Thủy sản số 4
1369,TSB,HNXIndex,Công ty Cổ phần Ắc quy Tia Sáng,Ắc quy Tia Sáng
1370,TSC,VNINDEX,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Kỹ thuật NN Cần Thơ
1371,TSD,UpcomIndex,Công ty Cổ phần Du lịch Trường Sơn Coecco,Du lịch Trường Sơn Coecco
1372,TST,UpcomIndex,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Dịch vụ KT Viễn Thông
1373,TTA,VNINDEX,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,XD và PT Trường Thành
1374,TTB,VNINDEX,Công ty Cổ phần Tập đoàn Tiến Bộ,Tập đoàn Tiến Bộ
1375,TTC,HNXIndex,Công ty Cổ phần Gạch men Thanh Thanh,Gạch men Thanh Thanh
1376,TTT,HNXIndex,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Du lịch - Thương Mại Tây Ninh
1377,TTF,VNINDEX,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Gỗ Trường Thành
1378,TTG,UpcomIndex,Công ty Cổ phần May Thanh Trì,May Thanh Trì
1379,HUB,VNINDEX,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Xây lắp Huế
1380,TRT,UpcomIndex,Công ty Cổ phần RedstarCera,CTCP RedstarCera
1381,TTN,UpcomIndex,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Công nghệ và Truyền thông VN
1382,TTP,UpcomIndex,Công ty Cổ phần Bao bì Nhựa Tân Tiến,Bao bì nhựa Tân Tiến
1383,TTZ,HNXIndex,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Xây dựng Tiến Trung
1384,GND,UpcomIndex,Công ty Cổ phần Gạch ngói Đồng Nai,Gạch ngói Đồng Nai
1385,TQW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Tuyên Quang,Cấp thoát nước Tuyên Quang
1386,TV1,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Tư vấn XD Điện 1
1387,TV2,VNINDEX,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Tư vấn XD Điện 2
1388,TV3,HNXIndex,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Tư vấn XD điện 3
1389,TV4,HNXIndex,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Tư vấn XD Điện 4
1390,TV6,UpcomIndex,Công ty Cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng,TM ĐT xây lắp điện Thịnh Vượng
1391,TVA,UpcomIndex,Công ty cổ phần Sứ Viglacera Thanh Trì,Sứ Viglacera Thanh Trì
1392,TVC,HNXIndex,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Tập đoàn Trí Việt
1393,TVD,HNXIndex,Công ty Cổ phần Than Vàng Danh - Vinacomin,Than Vàng Danh
1394,TVG,UpcomIndex,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,XD Giao thông Vận tải
1395,TVP,UpcomIndex,Công ty Cổ phần Dược phẩm TV.Pharm,Dược phẩm TV.Pharm
1396,TVS,VNINDEX,Công ty Cổ phần Chứng khoán Thiên Việt,Chứng khoán Thiên Việt
1397,TNW,UpcomIndex,Công ty Cổ phần Nước sạch Thái Nguyên,Nước sạch Thái Nguyên
1398,TXM,HNXIndex,Công ty Cổ phần VICEM Thạch cao Xi Măng,Thạch cao Xi măng
1399,TYA,VNINDEX,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Dây và Cáp điện Taya
1400,UCT,UpcomIndex,Công ty Cổ phần Đô thị Cần Thơ,Đô thị Cần Thơ
1401,UDC,VNINDEX,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu,Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu
1402,UDJ,UpcomIndex,Công ty Cổ phần Phát triển Đô thị,Becamex UDJ
1403,UEM,UpcomIndex,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Cơ điện Uông Bí - Vinacomin
1404,FCC,UpcomIndex,Công ty Cổ phần Liên hợp Thực phẩm,Liên hợp Thực phẩm
1405,UIC,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Phát triển Nhà và Đô thị IDICO
1406,UMC,UpcomIndex,Công ty Cổ phần Công trình đô thị Nam Định,Công trình đô thị Nam Định
1407,UNI,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Viễn Liên
1408,UPC,UpcomIndex,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Cây xanh Vũng Tàu
1409,UPH,UpcomIndex,Công ty Cổ phần Dược phẩm TW25,Dược phẩm TW25
1410,USC,UpcomIndex,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Khảo sát và Xây dựng - USCO
1411,USD,UpcomIndex,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Công trình Đô thị Sóc Trăng
1412,V11,UpcomIndex,Công ty Cổ phần Xây dựng số 11,VINACONEX No11
1413,V12,HNXIndex,Công ty Cổ phần Xây dựng số 12,VINACONEX 12
1414,V15,UpcomIndex,Công ty Cổ phần Xây dựng số 15,Vinaconex 15
1415,V21,HNXIndex,Công ty Cổ phần Vinaconex 21,Vinaconex 21
1416,VAB,UpcomIndex,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng Việt Á
1417,VAF,VNINDEX,Công ty Cổ phần Phân lân nung chảy Văn Điển,Phân lân Văn Điển
1418,PAT,UpcomIndex,Công ty Cổ phần Phốt pho Apatit Việt Nam,Phốt pho Apatit Việt Nam
1419,VAT,UpcomIndex,Công ty Cổ phần VT Vạn Xuân,Viễn thông Vạn Xuân
1420,VAV,UpcomIndex,Công ty Cổ phần VIWACO,VIWACO
1421,VBC,HNXIndex,"Công ty Cổ phần Nhựa, Bao bì Vinh",Nhựa - Bao bì Vinh
1422,VBH,UpcomIndex,Công ty Cổ phần Điện tử Bình Hòa,Điện tử Bình Hòa
1423,VC1,HNXIndex,Công ty Cổ phần Xây dựng số 1,Xây dựng số 1
1424,VC2,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Đầu tư và Xây dựng VINA2
1425,VC3,HNXIndex,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tập đoàn Nam Mê Kông
1426,VC5,UpcomIndex,Công ty Cổ phần xây dựng số 5,Xây dựng Số 5
1427,VC6,HNXIndex,Công ty cổ phần Xây dựng và Đầu tư Visicons,Visicons
1428,VC7,HNXIndex,Công ty Cổ phần Tập đoàn BGI,BGI Group
1429,VC9,HNXIndex,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng số 9
1430,VCA,VNINDEX,Công ty Cổ phần Thép VICASA - VNSTEEL,Thép VICASA - VNSTEEL
