,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
482,UPCOM,Vàng Lào Cai,167.0,1777,Tài nguyên Cơ bản,Basic Resources,2007,43.0,106.0,0.0,http://www.vanglaocai.com.vn,3.3,-0.017,-0.042,0.286,10.5,10.5,CT,GLC,,,,
483,HOSE,Điện Gia Lai,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2010,665.0,1956.0,0.464,http://www.geccom.vn,3.6,-0.021,-0.028,-0.154,321.9,321.9,CT,GEG,,,,
484,HNX,KT Điện Toàn Cầu,223.0,3743,Hàng cá nhân & Gia dụng,Personal & Household Goods,1996,81.0,239.0,0.038,http://www.toancau.vn,3.9,-0.046,0.083,0.277,8.9,9.2,CT,GLT,,,,
485,HNX,Enteco Việt Nam,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,21.0,127.0,0.0,http://enteco.vn/vi/,3.1,-0.017,-0.042,0.158,20.0,20.0,CT,GMA,,,,
486,HOSE,Garmex Sài Gòn,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,4118.0,0.0,0.08,http://www.garmex.vn,3.7,-0.021,-0.128,-0.306,33.0,33.0,CT,GMC,,,,
487,HOSE,Gemadept,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1993,1481.0,18032.0,0.485,http://www.gemadept.com.vn,3.8,0.017,0.015,0.204,301.4,301.4,CT,GMD,,,,
488,HNX,Gạch ngói Mỹ Xuân,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,365.0,809.0,0.066,http://www.myxuan-vt.com.vn,4.5,-0.027,-0.107,0.419,9.0,9.0,CT,GMX,,,,
489,HNX,ĐT Dịch vụ và PT Xanh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,150.0,0.0,0.051,https://greenicd.com.vn/,3.9,-0.001,-0.087,-0.108,12.1,12.1,CT,GIC,,,,
490,UPCOM,Thủy điện Hương Sơn,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2003,66.0,0.0,0.0,http://www.thuydienhuongson.vn,4.0,0.07,0.037,0.357,28.6,28.6,CT,GSM,,,,
491,HOSE,Gas Shipping,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,218.0,350.0,0.007,http://www.gasshipping.com.vn,3.9,-0.031,-0.023,-0.028,55.8,55.8,CT,GSP,,,,
492,UPCOM,XD công trình giao thông 236,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,195.0,150.0,0.0,http://www.jsc236.vn,3.5,,,,1.1,1.1,CT,C36,,,,
493,HOSE,Gỗ Thuận An,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2001,762.0,1546.0,0.004,http://gothuanan.vn/,3.4,0.026,0.07,0.064,9.8,10.4,CT,GTA,,,,
494,UPCOM,Đảm bảo GTĐT Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,320.0,250.0,0.0,http://www.gtdthp.com.vn,3.2,-0.017,-0.042,3.588,3.6,3.6,CT,DDH,,,,
495,UPCOM,XD-GT Thừa Thiên Huế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,139.0,0.0,0.02,https://xdgt-tth.com.vn/,3.4,-0.368,-0.542,-0.438,2.7,2.7,CT,GTH,,,,
496,UPCOM,Thuận Thảo Group,260.0,5755,Du lịch và Giải trí,Travel & Leisure,1985,232.0,1849.0,0.001,http://www.thuanthao.com.vn,3.7,-0.017,-0.209,-0.402,43.5,43.5,CT,GTT,,,,
497,UPCOM,Xây dựng HUD101,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,38.0,183.0,0.002,http://www.hud101.vn,3.1,-0.083,0.297,0.083,1.1,1.1,CT,H11,,,,
498,HNX,Pin Hà Nội,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,289.0,320.0,0.49,http://www.habaco.com.vn,4.3,0.079,-0.03,0.265,7.3,7.3,CT,PHN,,,,
499,UPCOM,Xây dựng số 1 Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2013,240.0,208.0,0.0,http://hacc1.com.vn,3.5,-0.017,-0.042,0.143,8.0,8.0,CT,HC1,,,,
500,UPCOM,Dệt may 29/3,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,3701.0,381.0,0.0,http://www.hachiba.com.vn,3.4,-0.017,-0.042,0.346,5.2,5.2,CT,HCB,,,,
501,UPCOM,Xây dựng số 3 Hải Phòng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,162.0,333.0,0.003,http://www.haco3.com.vn,3.6,-0.104,-0.09,0.182,20.7,20.7,CT,HC3,,,,
502,HNX,Bia Hà Nội - Hải Dương,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2003,196.0,688.0,0.093,http://www.habecohd.com.vn,4.1,-0.096,-0.099,0.238,4.0,4.0,CT,HAD,,,,
503,UPCOM,Dược Hà Tĩnh,238.0,4577,Y tế,Health Care,2004,611.0,670.0,0.002,http://hadiphar.vn/,3.3,-0.095,-0.014,0.307,9.9,9.9,CT,HDP,,,,
504,HOSE,Hoàng Anh Gia Lai,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2006,1565.0,54114.0,0.028,http://www.hagl.com.vn,3.6,-0.013,-0.052,-0.177,927.4,927.5,CT,HAG,,,,
505,HOSE,Vận tải và Xếp dỡ Hải An,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,470.0,7839.0,0.097,http://www.haiants.vn,4.7,0.039,-0.031,-0.227,70.3,70.3,CT,HAH,,,,
506,HOSE,Nông Dược HAI,151.0,1357,Hóa chất,Chemicals,2005,187.0,8365.0,0.012,http://www.congtyhai.com,3.4,-0.017,-0.042,-0.425,182.7,182.7,CT,HAI,,,,
507,HOSE,Đầu tư Hải Phát,336.0,8633,Bất động sản,Real Estate,2003,100.0,1727.0,0.002,http://www.haiphat.com.vn,3.5,-0.02,-0.071,-0.576,304.2,304.2,CT,HPX,,,,
508,HOSE,Halcom Vietnam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,120.0,5848.0,0.005,http://www.halcom.vn,3.6,-0.031,-0.073,-0.448,76.8,76.8,CT,HID,,,,
509,UPCOM,Cồn Rượu và Nước Giải Khát Hà Nội,215.0,3535,Thực phẩm và đồ uống,Food & Beverage,2006,201.0,114.0,0.456,http://halico.com.vn/,3.6,-0.017,-0.042,0.286,20.0,20.0,CT,HNR,,,,
