,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,MRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AMV,485,3700,0,9.0,-0.3,0.3,6.2,0.0,0.039,0.031,1.4,,,,8.1,6.8,0.191,,0.03,0.1,2.1,0.07,0.314,-0.708,-0.386,-0.209,-0.2,45.4,74.0
2,JVC,351,3120,-3,-33.4,0.6,0.8,10.2,0.0,-0.024,-0.017,-6.1,,,,2.7,2.2,0.229,,0.01,0.1,1.5,,-0.029,-0.877,0.049,-0.12,0.0,44.0,29.0
3,CVN,95,3200,0,10.8,-0.2,0.2,0.8,0.0,0.027,0.025,,,,,45.8,41.0,0.058,,0.008,0.0,0.0,0.186,0.056,1.623,5.945,,,48.2,
