,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,PRE,1775,17000,0,11.6,2.4,1.9,-51.0,0.0,0.168,0.028,,,,,1.0,1.0,,,,0.0,0.0,0.055,,2.946,,,,46.5,39.0
1,VNR,3482,23100,0,9.2,1.0,1.0,-31.2,0.0,0.114,0.053,,,,,1.4,1.4,,,,0.0,0.0,0.08,,0.716,,0.044,0.1,52.1,60.0
