,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,TKU,503,11800,-2,6.7,-0.3,0.9,5.2,0.0,0.133,0.061,2.1,,,,1.4,0.4,0.114,,,0.7,2.9,-0.028,0.089,,-0.307,0.034,0.2,42.8,67.0
1,NSH,91,4400,-1,26.6,-8.9,0.4,10.7,0.0,0.014,0.004,1.1,,,,1.2,0.2,0.039,,0.002,2.1,8.9,-0.237,0.002,-0.103,0.479,,,43.2,
