,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,RGC,784,8798,-1,-391.0,4.5,1.1,27.5,0.0,-0.003,-0.001,,,,,4.1,3.6,0.126,,0.015,0.0,0.0,,0.14,,0.563,-1.194,0.03,44.9,25.0
1,CAB,883,19300,0,15.2,-1.8,1.5,4.0,0.0,0.102,0.031,13.8,,,,0.9,0.7,0.254,,0.037,0.3,0.7,,,6.144,0.171,-0.212,-0.05,75.0,59.0
2,YEG,312,22300,2,3.2,0.0,0.8,-7.2,0.0,0.281,0.183,-4.7,,,,2.4,2.3,0.399,,0.087,0.1,-3.7,-0.205,-0.176,-0.783,0.603,-0.359,-0.5,46.1,58.0
