,ticker,marcap,price,numberOfDays,priceToEarning,peg,priceToBook,valueBeforeEbitda,dividend,roe,roa,ebitOnInterest,bookValuePerShare,interestMargin,badDebtPercentage,currentPayment,quickPayment,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnEbitda,income5year,sale5year,income1quarter,sale1quarter,nextIncome,nextSale,rsi,rs
0,SAV,268,14900,0,4.9,0.2,0.7,3.3,0.0,0.156,0.095,50.8,,,,2.4,1.9,0.19,,0.052,0.1,0.8,0.274,0.122,0.645,-0.036,0.311,0.1,54.0,45.0
1,ACG,5461,40200,1,8.9,0.1,1.4,8.5,0.0,0.16,0.118,18.2,,,,2.5,1.5,0.311,,0.123,0.2,1.0,,,0.026,0.177,,,42.9,42.0
2,VIF,4340,12400,0,9.1,0.1,0.9,120.4,0.0,0.099,0.086,-19.7,,,,7.3,5.0,0.122,,0.209,0.0,4.8,-0.151,0.006,-0.185,0.228,0.046,0.03,33.7,20.0
3,PTB,2936,43150,2,6.0,-1.2,1.1,4.5,0.023,0.194,0.091,5.5,,,,1.3,0.6,0.194,,0.044,0.6,1.8,0.072,0.116,-0.35,0.114,0.079,0.02,64.8,58.0
4,TTF,1578,4010,1,148.0,7.1,2.8,11.2,0.0,0.019,0.004,0.5,,,,1.3,0.9,0.168,,,0.1,0.3,-0.001,0.082,,0.407,2.651,0.3,41.2,18.0
5,DLG,626,2090,-1,-0.7,0.0,0.5,-8.4,0.0,-0.514,-0.138,-5.1,,,,0.7,0.7,0.22,,,2.1,-7.0,,-0.142,,-0.091,-1.053,0.05,43.2,13.0
6,PIS,613,22300,0,17.4,0.5,2.1,19.5,0.0,0.115,0.064,6.1,,,,1.7,1.2,0.162,,0.107,0.3,2.3,0.076,0.071,5.787,0.169,0.056,0.1,99.7,88.0
7,MDF,551,10000,0,57.0,-0.6,0.8,23.5,0.0,0.014,0.008,-1.3,,,,0.8,0.3,0.046,,,0.7,10.9,-0.332,0.042,,0.04,2.228,0.25,46.4,66.0
8,GTA,131,13350,1,14.1,-0.3,0.8,62.9,0.0,0.056,0.022,-2.8,,,,1.6,1.3,,,,1.0,35.1,-0.087,-0.022,,-0.436,,,64.9,54.0
