,Open,High,Low,Close,Volume,TradingDate
0,19628.0,29442.0,19628.0,25124.0,9700,2009-10-09
1,26858.0,26858.0,24535.0,25582.0,15300,2009-10-12
2,24862.0,25189.0,23815.0,24077.0,7100,2009-10-13
3,22409.0,22409.0,22409.0,22409.0,3700,2009-10-14
4,20871.0,20871.0,20871.0,20871.0,25700,2009-10-15
5,19432.0,19432.0,19432.0,19432.0,15000,2009-10-16
6,18091.0,18091.0,18091.0,18091.0,6600,2009-10-19
7,16847.0,19334.0,16847.0,17469.0,200400,2009-10-20
8,18679.0,18679.0,18679.0,18679.0,27500,2009-10-21
9,19955.0,19955.0,19694.0,19955.0,63500,2009-10-22
10,21264.0,21329.0,18647.0,20642.0,26300,2009-10-23
11,19203.0,19203.0,19203.0,19203.0,8700,2009-10-26
12,17862.0,17862.0,17862.0,17862.0,1900,2009-10-27
13,16618.0,17502.0,16618.0,16815.0,52000,2009-10-28
14,16357.0,16978.0,16030.0,16193.0,18700,2009-10-29
15,17011.0,17305.0,16684.0,17044.0,31800,2009-10-30
16,17011.0,17011.0,15931.0,16193.0,10500,2009-11-02
17,15866.0,15866.0,15081.0,15212.0,16000,2009-11-03
18,14557.0,15114.0,14263.0,14656.0,10800,2009-11-04
19,15375.0,15375.0,14721.0,15081.0,7400,2009-11-05
20,15949.0,15949.0,15127.0,15258.0,4900,2009-11-06
21,14535.0,14535.0,14206.0,14305.0,6600,2009-11-09
22,14206.0,14239.0,13318.0,13548.0,13800,2009-11-10
23,13154.0,13154.0,12628.0,12924.0,9900,2009-11-11
24,12924.0,13483.0,12924.0,13022.0,12000,2009-11-12
25,13483.0,13680.0,12825.0,13187.0,15000,2009-11-13
26,13811.0,13811.0,13154.0,13450.0,1600,2009-11-16
27,12825.0,12825.0,12661.0,12693.0,1200,2009-11-17
28,12825.0,12825.0,12167.0,12332.0,11000,2009-11-18
29,12332.0,12332.0,12167.0,12200.0,11900,2009-11-19
30,12167.0,12233.0,12167.0,12167.0,4800,2009-11-20
31,12003.0,12003.0,11641.0,11773.0,2600,2009-11-23
32,11510.0,11707.0,11510.0,11575.0,8400,2009-11-24
33,11312.0,11312.0,10786.0,11082.0,12200,2009-11-25
34,10523.0,10523.0,10326.0,10359.0,500,2009-11-26
35,9635.0,10852.0,9635.0,9898.0,5900,2009-11-27
36,10523.0,10589.0,10194.0,10424.0,10100,2009-11-30
37,10852.0,11148.0,10852.0,11016.0,10000,2009-12-01
38,11016.0,11542.0,10852.0,11049.0,5000,2009-12-02
39,10523.0,10589.0,10359.0,10490.0,3200,2009-12-03
40,10490.0,10490.0,10490.0,10490.0,900,2009-12-04
41,10490.0,10490.0,10490.0,10490.0,0,2009-12-07
42,10194.0,10359.0,9865.0,10030.0,5500,2009-12-08
43,9767.0,9767.0,9339.0,9569.0,4600,2009-12-09
44,9372.0,9372.0,8945.0,9208.0,4500,2009-12-10
45,9372.0,9372.0,8714.0,8846.0,600,2009-12-11
46,8879.0,9043.0,8879.0,9010.0,3400,2009-12-14
47,9043.0,9043.0,9043.0,9043.0,1600,2009-12-15
48,8879.0,9043.0,8418.0,8682.0,2800,2009-12-16
49,8649.0,8682.0,8649.0,8682.0,1500,2009-12-17
50,8550.0,9273.0,8550.0,9208.0,11700,2009-12-18
51,9208.0,9832.0,8912.0,9569.0,7100,2009-12-21
52,9241.0,9241.0,8945.0,9076.0,4000,2009-12-22
53,9208.0,9701.0,9208.0,9241.0,2000,2009-12-23
54,8977.0,9372.0,8945.0,8977.0,11100,2009-12-24
55,9536.0,9536.0,9043.0,9372.0,3800,2009-12-25
56,8879.0,9043.0,8879.0,8945.0,2200,2009-12-28
57,8879.0,8912.0,8879.0,8879.0,6300,2009-12-29
58,8879.0,9372.0,8879.0,9241.0,14300,2009-12-30
59,9701.0,9865.0,9339.0,9865.0,20600,2009-12-31
60,10523.0,10556.0,10523.0,10556.0,11400,2010-01-04
61,11279.0,11279.0,11279.0,11279.0,8300,2010-01-05
62,12069.0,12069.0,11510.0,11937.0,23200,2010-01-06
63,12771.0,12771.0,12671.0,12738.0,15600,2010-01-07
64,13505.0,13605.0,12137.0,13004.0,41200,2010-01-08
65,13004.0,13004.0,12104.0,12338.0,6100,2010-01-11
66,11504.0,11537.0,11504.0,11504.0,8200,2010-01-12
67,10704.0,11437.0,10704.0,10704.0,27000,2010-01-13
68,11437.0,11437.0,10737.0,11404.0,2700,2010-01-14
69,11671.0,12004.0,10670.0,11237.0,6000,2010-01-15
