,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,22/03/23,2022,0.15,cash
1,14/03/22,2021,0.14,cash
2,27/05/21,2020,0.15,cash
3,10/03/20,2019,0.14,cash
4,08/03/19,2018,0.14,cash
5,27/02/18,2017,0.14,cash
6,08/03/17,2016,0.14,cash
7,08/04/16,2015,0.15,cash
8,18/01/16,2016,0.2,share
9,23/10/14,2014,0.2,share
10,06/08/13,2013,0.1,share
11,25/02/13,2011,0.02,cash
12,25/02/13,2012,0.08,cash
13,28/12/11,2011,0.15,cash
14,09/02/11,2010,0.15,cash
