,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,13/03/23,2022,0.07,cash
1,13/01/23,2021,0.08,cash
2,19/03/21,2020,0.05,cash
3,03/07/20,2019,0.06,cash
4,07/05/18,2017,0.08,cash
5,07/12/17,2017,0.12,share
6,23/02/16,2015,0.12,cash
7,24/02/15,2014,0.125,cash
8,20/02/14,2013,0.135,cash
9,20/02/13,2012,0.055,cash
10,14/12/12,2012,0.08,cash
11,21/02/12,2011,0.18,cash
12,10/02/11,2010,0.17,cash
13,23/02/10,2009,0.16,cash
14,25/02/09,2008,0.16,cash
