,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/03/23,2022,0.1,cash
1,07/03/22,2021,0.15,cash
2,03/03/21,2020,0.15,cash
3,06/03/20,2019,0.15,cash
4,08/03/19,2018,0.15,cash
5,11/05/18,2017,0.15,cash
6,13/03/17,2016,0.15,cash
7,23/03/16,2015,0.15,cash
8,11/03/15,2014,0.15,cash
9,13/03/14,2013,0.15,cash
10,18/03/13,2012,0.15,cash
11,06/03/12,2011,0.15,cash
12,30/03/11,2010,0.15,cash
