,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,27/03/23,2021,0.1,cash
1,24/08/21,2020,0.12,cash
2,23/11/20,2019,0.12,cash
3,29/08/19,2018,0.12,cash
4,17/08/18,2017,0.12,cash
5,14/06/17,2016,0.02,cash
6,29/12/16,2016,0.1,cash
7,15/06/16,2015,0.12,cash
8,26/06/15,2014,0.13,cash
9,18/06/14,2013,0.12,cash
10,24/05/13,2012,0.12,cash
11,25/04/12,2011,0.12,cash
12,25/10/11,2010,0.03,cash
13,21/09/10,2010,0.12,cash
14,24/06/10,2009,0.15,cash
