,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,04/04/23,2022,0.045,cash
1,11/08/22,2022,0.1,cash
2,08/04/22,2021,0.045,cash
3,28/07/21,2021,0.1,cash
4,21/01/21,2020,0.063,cash
5,28/08/20,2019,0.045,cash
6,28/08/20,2020,0.1,cash
7,26/12/19,2019,0.08,cash
8,22/05/19,2018,0.02,cash
9,31/12/18,2018,0.08,cash
10,31/12/17,2017,0.1,cash
11,31/12/16,2016,0.1,cash
12,31/12/15,2015,0.05,cash
