,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,27/03/23,2022,0.3,cash
1,07/10/22,2022,0.1,cash
2,03/06/22,2021,0.15,cash
3,10/09/21,2021,0.1,cash
4,18/05/21,2020,0.2,cash
5,18/08/20,2019,0.1,cash
6,11/06/19,2018,0.08,cash
